ID_en,Name_en,global_id,AdmArea_en,District_en,Address_en,LocationDescription_en,Longitude_WGS84_en,Latitude_WGS84_en,CarCapacity_en,Mode_en,geoData
473,"Парковка такси по адресу улица Казакова, дом 8, строение 2",861508367,Czentral`ny'j administrativny'j okrug,Basmanny'j rajon,"улица Казакова, дом 8, строение 2","улица Казакова, дом 8, строение 2",37.661213,55.762703,3,круглосуточно,"{type=Point, coordinates=[37.661213, 55.762703]}"
474,"Парковка такси по адресу улица Земляной Вал, дом 18, строение 4",861508368,Czentral`ny'j administrativny'j okrug,Basmanny'j rajon,"улица Земляной Вал, дом 18, строение 4","Большой Казенный переулок, возле кафе",37.656712,55.760155,3,круглосуточно,"{type=Point, coordinates=[37.656712, 55.760155]}"
475,"Парковка такси по адресу улица Большая Спасская, дом 12",861508369,Czentral`ny'j administrativny'j okrug,Krasnosel`skij rajon,"улица Большая Спасская, дом 12","улица Большая Спасская, дом 12",37.648142,55.776107,3,круглосуточно,"{type=Point, coordinates=[37.648142, 55.776107]}"
476,"Парковка такси по адресу улица Олимпийский проспект, дом 14",861508370,Czentral`ny'j administrativny'j okrug,Meshhanskij rajon,"улица Олимпийский проспект, дом 14","улица Олимпийский проспект, дом 14",37.623375,55.778350,3,круглосуточно,"{type=Point, coordinates=[37.623375, 55.77835]}"
477,"Парковка такси по адресу Цветной бульвар, дом 2",861508371,Czentral`ny'j administrativny'j okrug,Meshhanskij rajon,"Цветной бульвар, дом 2",,37.623483,55.768025,3,круглосуточно,"{type=Point, coordinates=[37.623483, 55.768025]}"
478,"Парковка такси по адресу улица 1905 года, дом 15",861508372,Czentral`ny'j administrativny'j okrug,Presnenskij rajon,"улица 1905 года, дом 15",Знак дополнительной информации (табличка) 8.4.14,37.559847,55.765463,3,круглосуточно,"{type=Point, coordinates=[37.559847, 55.765463]}"
479,"Парковка такси по адресу улица Пятницкая, дом 16, строение 1",861508373,Czentral`ny'j administrativny'j okrug,rajon Zamoskvorech`e,"улица Пятницкая, дом 16, строение 1",,37.628056,55.742245,3,круглосуточно,"{type=Point, coordinates=[37.628056, 55.742245]}"
480,"Парковка такси по адресу улица Гиляровского, дом 42",861508374,Czentral`ny'j administrativny'j okrug,Meshhanskij rajon,"улица Гиляровского, дом 42",БЦ «Гиляровский»,37.632871,55.783554,3,круглосуточно,"{type=Point, coordinates=[37.632871, 55.783554]}"
481,"Парковка такси по адресу улица Гиляровского, дом 57, строение 1",861508375,Czentral`ny'j administrativny'j okrug,Meshhanskij rajon,"улица Гиляровского, дом 57, строение 1",БЦ «Особняк Центросоюза»,37.632386,55.786956,3,круглосуточно,"{type=Point, coordinates=[37.632386, 55.786956]}"
482,"Парковка такси по адресу Якиманская набережная, дом 4, строение 1",861508376,Czentral`ny'j administrativny'j okrug,rajon Yakimanka,"Якиманская набережная, дом 4, строение 1",офисный центр «Новый двор»,37.612497,55.739772,3,круглосуточно,"{type=Point, coordinates=[37.612497, 55.739772]}"
483,"Парковка такси по адресу Лесная улица, дом 3",861508377,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Лесная улица, дом 3",,37.586274,55.777100,3,круглосуточно,"{type=Point, coordinates=[37.586274, 55.7771]}"
484,"Парковка такси по адресу улица Бутырский Вал, дом 10",861508378,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"улица Бутырский Вал, дом 10",,37.585431,55.778601,3,круглосуточно,"{type=Point, coordinates=[37.585431, 55.778601]}"
485,"Парковка такси по адресу Кудринская площадь, дом 1",861508379,Czentral`ny'j administrativny'j okrug,Presnenskij rajon,"Кудринская площадь, дом 1",у «Кофе Хауз» со стороны Баррикадной улицы,37.580840,55.759152,3,круглосуточно,"{type=Point, coordinates=[37.58084, 55.759152]}"
486,"Парковка такси по адресу Новокрымский проезд, дом 53",861508380,Czentral`ny'j administrativny'j okrug,rajon Xamovniki,"Новокрымский проезд, дом 53","Пересечение с улицей Остоженка, станция метро «Парк Культуры», разметка",37.5947875140263,55.7359492418965,3,круглосуточно,"{type=Point, coordinates=[37.5947875140263, 55.7359492418965]}"
487,"Парковка такси по адресу Троилинский переулок, дом 1",861508381,Czentral`ny'j administrativny'j okrug,rajon Arbat,"Троилинский переулок, дом 1","У Макдональдс, пересечение с улицей Арбат, разметка",37.5843712627101,55.7480173659909,3,круглосуточно,"{type=Point, coordinates=[37.5843712627101, 55.7480173659909]}"
488,"Парковка такси по адресу Бутиковский переулок, дом 3",861508382,Czentral`ny'j administrativny'j okrug,rajon Xamovniki,"Бутиковский переулок, дом 3","Пересечение с Молочным переулком, разметка",37.6028948126258,55.7391646042437,2,круглосуточно,"{type=Point, coordinates=[37.6028948126258, 55.7391646042437]}"
489,"Парковка такси по адресу Благовещенский переулок, дом 5",861508383,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Благовещенский переулок, дом 5","Пересечение с Тверской улицей, разметка",37.5990506171001,55.7680812909961,3,круглосуточно,"{type=Point, coordinates=[37.5990506171001, 55.7680812909961]}"
490,"Парковка такси по адресу Софийская набережная, дом 18/8, строение 2",861508384,Czentral`ny'j administrativny'j okrug,rajon Yakimanka,"Софийская набережная, дом 18/8, строение 2",Со стороны Болотной площади,37.6186293484352,55.7465177542375,2,круглосуточно,"{type=Point, coordinates=[37.6186293484352, 55.7465177542375]}"
491,"Парковка такси по адресу Болотная площадь, вдоль набережной",861508385,Czentral`ny'j administrativny'j okrug,rajon Yakimanka,"Болотная площадь, вдоль набережной",При съезде с Большой Полянки на Болотную набережную,37.615653,55.743601,4,круглосуточно,"{type=Point, coordinates=[37.615653, 55.743601]}"
492,Парковка такси по адресу Болотная набережная,861508386,Czentral`ny'j administrativny'j okrug,rajon Yakimanka,Болотная набережная,напротив Лужкова моста,37.618285,55.744810,3,круглосуточно,"{type=Point, coordinates=[37.618285, 55.74481]}"
493,"Парковка такси по адресу Лубянский проезд, дом 25, строение 1",861508387,Czentral`ny'j administrativny'j okrug,Basmanny'j rajon,"Лубянский проезд, дом 25, строение 1",,37.634401,55.754771,2,круглосуточно,"{type=Point, coordinates=[37.634401, 55.754771]}"
494,"Парковка такси по адресу Каретный ряд, дом 3",861508388,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Каретный ряд, дом 3",,37.610858,55.770821,3,круглосуточно,"{type=Point, coordinates=[37.610858, 55.770821]}"
495,"Парковка такси по адресу Улица Большая Полянка, дом 30",861508389,Czentral`ny'j administrativny'j okrug,rajon Yakimanka,"Улица Большая Полянка, дом 30","Улица Большая Полянка, дом 30",37.6187662481606,55.7375399530912,2,круглосуточно,"{type=Point, coordinates=[37.6187662481606, 55.7375399530912]}"
497,"Парковка такси по адресу Софийская набережная, 26/1, сртоение 1А",861508391,Czentral`ny'j administrativny'j okrug,rajon Yakimanka,"Софийская набережная, 26/1, сртоение 1А",На Фалеевском переулке со стороны пересечения с Софийской набережной,37.619618,55.747691,2,круглосуточно,"{type=Point, coordinates=[37.619618, 55.747691]}"
498,"Парковка такси по адресу Тверская улица, дом 17",861508392,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Тверская улица, дом 17","Тверская улица, дом 17",37.606595,55.763478,4,круглосуточно,"{type=Point, coordinates=[37.606595, 55.763478]}"
499,"Парковка такси по адресу Тверская улица, дом 14",861508393,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Тверская улица, дом 14","Козицкий переулок пересечение с Тверской улицей, разметка",37.6068717241287,55.7639445600578,2,круглосуточно,"{type=Point, coordinates=[37.6068717241287, 55.7639445600578]}"
500,"Парковка такси по адресу Тверская улица, дом 10, строение 1",861508394,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Тверская улица, дом 10, строение 1","Глинищевский переулок, пересечение с Тверской улицей, разметка",37.6085776090621,55.7626739438293,4,круглосуточно,"{type=Point, coordinates=[37.6085776090621, 55.7626739438293]}"
501,"Парковка такси по адресу Тверская улица, дом 6, строение 1",861508395,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Тверская улица, дом 6, строение 1","Тверская улица, дом 6, строение 1",37.611347,55.760241,4,круглосуточно,"{type=Point, coordinates=[37.611347, 55.760241]}"
502,"Парковка такси по адресу Тверская улица, дом 3",861508396,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Тверская улица, дом 3",Гостиница «Риц Карлтон»,37.612856,55.757278,4,круглосуточно,"{type=Point, coordinates=[37.612856, 55.757278]}"
503,"Парковка такси по адресу Тверская улица, дом 28, корпус 1",861508397,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Тверская улица, дом 28, корпус 1","Тверская улица, дом 28, корпус 1",37.598456,55.768871,2,круглосуточно,"{type=Point, coordinates=[37.598456, 55.768871]}"
504,"Парковка такси по адресу Долгоруковская улица, дом 25",861508398,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Долгоруковская улица, дом 25","Долгоруковская улица, дом 25",37.602436,55.776051,2,круглосуточно,"{type=Point, coordinates=[37.602436, 55.776051]}"
505,"Парковка такси по адресу Долгоруковская улица, дом 7",861508399,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Долгоруковская улица, дом 7",,37.603779,55.773965,2,круглосуточно,"{type=Point, coordinates=[37.603779, 55.773965]}"
506,"Парковка такси по адресу Моховая улица, дом 18",861508400,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Моховая улица, дом 18",,37.612209,55.753448,2,круглосуточно,"{type=Point, coordinates=[37.612209, 55.753448]}"
507,"Парковка такси по адресу Моховая улица, дом 15/1",861508401,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Моховая улица, дом 15/1",,37.613781,55.756584,2,круглосуточно,"{type=Point, coordinates=[37.613781, 55.756584]}"
508,"Парковка такси по адресу улица Охотный ряд, дом 2",861508402,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"улица Охотный ряд, дом 2",,37.616782,55.757303,2,круглосуточно,"{type=Point, coordinates=[37.616782, 55.757303]}"
509,"Парковка такси по адресу улица Староваганьковский переулок, дом 21, строение 1",861508403,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"улица Староваганьковский переулок, дом 21, строение 1",,37.607466,55.751634,4,круглосуточно,"{type=Point, coordinates=[37.607466, 55.751634]}"
510,"Парковка такси по адресу Городецкая улица, дом 5",861508404,Vostochny'j administrativny'j okrug,rajon Novokosino,"Городецкая улица, дом 5",,37.8670665622303,55.7427420854793,4,круглосуточно,"{type=Point, coordinates=[37.8670665622303, 55.7427420854793]}"
511,"Парковка такси по адресу улица Олений Вал, дом 1, строение 1",861508405,Vostochny'j administrativny'j okrug,rajon Sokol`niki,"улица Олений Вал, дом 1, строение 1",Центральный вход в парк «Сокольники»,37.6782524941518,55.7924335131011,5,круглосуточно,"{type=Point, coordinates=[37.6782524941518, 55.7924335131011]}"
512,"Парковка такси по адресу Большая Черкизовская улица, дом 3, корпус 1",861508406,Vostochny'j administrativny'j okrug,rajon Preobrazhenskoe,"Большая Черкизовская улица, дом 3, корпус 1",,37.7176595089986,55.7969449426137,5,круглосуточно,"{type=Point, coordinates=[37.7176595089986, 55.7969449426137]}"
513,"Парковка такси по адресу Преображенская улица, дом 8",861508407,Vostochny'j administrativny'j okrug,rajon Preobrazhenskoe,"Преображенская улица, дом 8",Выход из станции метро «Преображенская площадь»,37.708141,55.794993,3,круглосуточно,"{type=Point, coordinates=[37.708141, 55.794993]}"
514,"Парковка такси по адресу Щербаковская улица, дом 53",861508408,Vostochny'j administrativny'j okrug,rajon Sokolinaya Gora,"Щербаковская улица, дом 53",,37.7378297207906,55.783016934705,3,круглосуточно,"{type=Point, coordinates=[37.7378297207906, 55.783016934705]}"
515,"Парковка такси по адресу Щёлковское шоссе, дом 100",861508409,Vostochny'j administrativny'j okrug,rajon Gol`yanovo,"Щёлковское шоссе, дом 100",ТЦ «Щелково»,37.8295826193789,55.8111533740242,5,круглосуточно,"{type=Point, coordinates=[37.8295826193789, 55.8111533740242]}"
516,"Парковка такси по адресу 9-я Парковая улица, дом 26, корпус 1",861508410,Vostochny'j administrativny'j okrug,rajon Izmajlovo,"9-я Парковая улица, дом 26, корпус 1",Выход из станции метро «Первомайская»,37.7998423932149,55.794253045144,4,круглосуточно,"{type=Point, coordinates=[37.7998423932149, 55.794253045144]}"
517,"Парковка такси по адресу Первомайская улица, дом 93/20",861508411,Vostochny'j administrativny'j okrug,rajon Izmajlovo,"Первомайская улица, дом 93/20",Кинотеатр «Первомайский»,37.8064584372987,55.7934528523658,4,круглосуточно,"{type=Point, coordinates=[37.8064584372987, 55.7934528523658]}"
518,"Парковка такси по адресу Большой Купавенский проезд, дом 6, строение 1",861508412,Vostochny'j administrativny'j okrug,rajon Ivanovskoe,"Большой Купавенский проезд, дом 6, строение 1",,37.8195298073842,55.7760943284241,3,круглосуточно,"{type=Point, coordinates=[37.8195298073842, 55.7760943284241]}"
519,"Парковка такси по адресу Зелёный проспект, дом 81",861508413,Vostochny'j administrativny'j okrug,rajon Novogireevo,"Зелёный проспект, дом 81",,37.8198552131652,55.7512858653547,4,круглосуточно,"{type=Point, coordinates=[37.8198552131652, 55.7512858653547]}"
520,"Парковка такси по адресу Зелёный проспект, дом 79А",861508414,Vostochny'j administrativny'j okrug,rajon Novogireevo,"Зелёный проспект, дом 79А",,37.8162717819213,55.7518373158223,4,круглосуточно,"{type=Point, coordinates=[37.8162717819213, 55.7518373158223]}"
521,"Парковка такси по адресу улица Красный Казанец, владение 18",861508415,Vostochny'j administrativny'j okrug,rajon Veshnyaki,"улица Красный Казанец, владение 18",Перед остановкой маршрута № 9М в составе ТПУ «Выхино»,37.8182244300842,55.7170069148951,3,круглосуточно,"{type=Point, coordinates=[37.8182244300842, 55.7170069148951]}"
522,"Парковка такси по адресу Зелёный проспект, дом 21/36",861508416,Vostochny'j administrativny'j okrug,rajon Perovo,"Зелёный проспект, дом 21/36",,37.7845251560211,55.7508883486968,4,круглосуточно,"{type=Point, coordinates=[37.7845251560211, 55.7508883486968]}"
523,"Парковка такси по адресу улица Малая Семеновская, дом 30",861508417,Vostochny'j administrativny'j okrug,rajon Sokolinaya Gora,"улица Малая Семеновская, дом 30",Фабрика «Красная заря»,37.7183416485786,55.78309838188,3,круглосуточно,"{type=Point, coordinates=[37.7183416485786, 55.78309838188]}"
524,"Парковка такси по адресу Семеновская площадь, дом 1",861508418,Vostochny'j administrativny'j okrug,rajon Sokolinaya Gora,"Семеновская площадь, дом 1",,37.720816,55.782744,7,круглосуточно,"{type=Point, coordinates=[37.720816, 55.782744]}"
525,"Парковка такси по адресу Измайловское шоссе, дом 71, строение 1 Б",861508419,Vostochny'j administrativny'j okrug,rajon Izmajlovo,"Измайловское шоссе, дом 71, строение 1Б",Гостиница «Измайлово»,37.748868763474,55.7888636048275,4,круглосуточно,"{type=Point, coordinates=[37.748868763474, 55.7888636048275]}"
526,"Парковка такси по адресу Большая Черкизовская улица, 125, строение 27",861508421,Vostochny'j administrativny'j okrug,rajon Preobrazhenskoe,"Большая Черкизовская улица, 125, строение 27",Возле касс стадиона «Локомотив»,37.7427005770005,55.8013915265299,6,круглосуточно,"{type=Point, coordinates=[37.7427005770005, 55.8013915265299]}"
527,"Парковка такси по адресу Первомайская улица, дом 106-110",861508422,Vostochny'j administrativny'j okrug,rajon Vostochnoe Izmajlovo,"Первомайская улица, дом 106-110",,37.8139919042587,55.7933774583634,5,круглосуточно,"{type=Point, coordinates=[37.8139919042587, 55.7933774583634]}"
528,"Парковка такси по адресу Сокольническая площадь, дом 4А",861508423,Vostochny'j administrativny'j okrug,rajon Sokol`niki,"Сокольническая площадь, дом 4А",,37.6791715623039,55.7894185655315,10,круглосуточно,"{type=Point, coordinates=[37.6791715623039, 55.7894185655315]}"
529,"Парковка такси по адресу Зеленый проспект, дом 24-26",861508424,Vostochny'j administrativny'j okrug,rajon Novogireevo,"Зелёный проспект, дом 24-26",,37.7885931730816,55.7511600523555,4,круглосуточно,"{type=Point, coordinates=[37.7885931730816, 55.7511600523555]}"
530,"Парковка такси по адресу улица Юности, дом 5/1",861508425,Vostochny'j administrativny'j okrug,rajon Veshnyaki,"улица Юности, дом 5/1",Центральный вход в парк,37.8106749058861,55.7319150217504,4,круглосуточно,"{type=Point, coordinates=[37.8106749058861, 55.7319150217504]}"
531,"Парковка такси по адресу Зеленый проспект, дом 22",861508426,Vostochny'j administrativny'j okrug,rajon Novogireevo,"Зелёный проспект, дом 22",Возле станции метро «Перово»,37.7876669169563,55.7513774219907,4,круглосуточно,"{type=Point, coordinates=[37.7876669169563, 55.7513774219907]}"
532,"Парковка такси по адресу Кусковская улица, дом 2А",861508427,Vostochny'j administrativny'j okrug,rajon Perovo,"Кусковская улица, дом 2А",Площадка ГУП «Мосгортранс»,37.7660251019551,55.7375206849286,5,круглосуточно,"{type=Point, coordinates=[37.7660251019551, 55.7375206849286]}"
533,"Парковка такси по адресу Вешняковская улица, дом 18",861508428,Vostochny'j administrativny'j okrug,rajon Veshnyaki,"Вешняковская улица, дом 18",,37.8259170055389,55.7232733635467,3,круглосуточно,"{type=Point, coordinates=[37.8259170055389, 55.7232733635467]}"
534,"Парковка такси по адресу Кетчерская улица, владение 1, строение 2",861508429,Vostochny'j administrativny'j okrug,rajon Veshnyaki,"Кетчерская улица, владение 1, строение 2","Станция метро «Новогиреево», разметка",37.8191953897476,55.7437118848313,4,круглосуточно,"{type=Point, coordinates=[37.8191953897476, 55.7437118848313]}"
535,"Парковка такси по адресу Фрязевская улица, владение 2, строение 1",861508430,Vostochny'j administrativny'j okrug,rajon Novogireevo,"Фрязевская улица, владение 2, строение 1","Станция метро «Новогиреево», заездной карман",37.8170485492592,55.7447273353673,5,круглосуточно,"{type=Point, coordinates=[37.8170485492592, 55.7447273353673]}"
536,"Парковка такси по адресу Вешняковская улица, дом 16А",861508431,Vostochny'j administrativny'j okrug,rajon Veshnyaki,"Вешняковская улица, дом 16А","Станция метро «Выхино», заездной карман",37.8271140752258,55.7244088005422,4,круглосуточно,"{type=Point, coordinates=[37.8271140752258, 55.7244088005422]}"
537,"Парковка такси по адресу Вешняковская улица, дом 23",861508432,Vostochny'j administrativny'j okrug,rajon Veshnyaki,"Вешняковская улица, дом 23","Станция метро «Выхино», заездной карман",37.8296996711833,55.7311976516203,4,круглосуточно,"{type=Point, coordinates=[37.8296996711833, 55.7311976516203]}"
538,"Парковка такси по адресу Лениногорская улица, дом 1, строение 1",861508433,Vostochny'j administrativny'j okrug,rajon Kosino-Uxtomskij,"Лениногорская улица, дом 1, строение 1","Станция метро «Лермонтовский проспект», разметка",37.8479845046604,55.7064641417593,6,круглосуточно,"{type=Point, coordinates=[37.8479845046604, 55.7064641417593]}"
539,"Парковка такси по адресу Большая Семеновская улица, владение 15, строение 1",861508434,Vostochny'j administrativny'j okrug,rajon Sokolinaya Gora,"Большая Семёновская улица, владение 15, строение 1","Станция метро «Электрозаводская», разметка",37.7054835141098,55.7824342205016,6,круглосуточно,"{type=Point, coordinates=[37.7054835141098, 55.7824342205016]}"
540,"Парковка такси по адресу проспект Буденного, дом 18Б",861508435,Vostochny'j administrativny'j okrug,rajon Sokolinaya Gora,"проспект Буденного, дом 18Б",,37.728999,55.767387,5,круглосуточно,"{type=Point, coordinates=[37.728999, 55.767387]}"
541,"Парковка такси по адресу проспект Буденного, дом 53",861508436,Vostochny'j administrativny'j okrug,rajon Sokolinaya Gora,"проспект Буденного, дом 53",,37.739860,55.758038,5,круглосуточно,"{type=Point, coordinates=[37.73986, 55.758038]}"
542,"Парковка такси по адресу проспект Буденного, дом 39, корпус 1",861508437,Vostochny'j administrativny'j okrug,rajon Sokolinaya Gora,"проспект Буденного, дом 39, корпус 1",,37.734659,55.763862,5,круглосуточно,"{type=Point, coordinates=[37.734659, 55.763862]}"
543,"Парковка такси по адресу Кутузовский проспект, дом 17",861508438,Zapadny'j administrativny'j okrug,rajon Dorogomilovo,"Кутузовский проспект, дом 17",,37.5562369823455,55.7471938502241,3,круглосуточно,"{type=Point, coordinates=[37.5562369823455, 55.7471938502241]}"
544,"Парковка такси по адресу Площадь Победы, дом 2к1",861508439,Zapadny'j administrativny'j okrug,rajon Dorogomilovo,"Площадь Победы, дом 2к1","Станция метро «Парк Победы», в сторону области, на Кутузовском проспекте",37.520985,55.737763,3,круглосуточно,"{type=Point, coordinates=[37.520985, 55.737763]}"
545,"Парковка такси по адресу Интернациональная улица, дом 2",861508440,Zapadny'j administrativny'j okrug,rajon Vnukovo,"Интернациональная улица, дом 2","Боровское шоссе дублер, после пересечения с Интернациональной улицей, у дома 2, на парковке",37.2572672367095,55.6116868160722,2,круглосуточно,"{type=Point, coordinates=[37.2572672367095, 55.6116868160722]}"
546,"Парковка такси по адресу Полоцкая улица, дом 7",861508441,Zapadny'j administrativny'j okrug,rajon Kunczevo,"Полоцкая улица, дом 7",Рядом с магазином «Пятерочка»,37.4238699674606,55.7285449824416,2,круглосуточно,"{type=Point, coordinates=[37.4238699674606, 55.7285449824416]}"
547,"Парковка такси по адресу улица Шолохова, дом 15",861508442,Zapadny'j administrativny'j okrug,rajon Novo-Peredelkino,"улица Шолохова, дом 15","Заездной карман, перед перекрестком с улицей Скульптора Мухиной",37.3459893465042,55.6420459351014,3,круглосуточно,"{type=Point, coordinates=[37.3459893465042, 55.6420459351014]}"
548,"Парковка такси по адресу Багратионовский проезд, дом 5",861508443,Zapadny'j administrativny'j okrug,rajon Filyovskij Park,"Багратионовский проезд, дом 5",ТЦ «Филион» вдоль проезжей части,37.5085848569869,55.744767736658,3,круглосуточно,"{type=Point, coordinates=[37.5085848569869, 55.744767736658]}"
549,"Парковка такси по адресу площадь Киевского Вокзала, дом 1",861508444,Zapadny'j administrativny'j okrug,rajon Dorogomilovo,"площадь Киевского Вокзала, дом 1",Возле центрального входа в здание Киевского вокзала,37.5677758455276,55.7437033392895,20,круглосуточно,"{type=Point, coordinates=[37.5677758455276, 55.7437033392895]}"
550,"Парковка такси по адресу Малая Филёвская улица, дом 70",861508445,Zapadny'j administrativny'j okrug,rajon Fili-Davy'dkovo,"Малая Филёвская улица, дом 70",Заездной карман около станции метро «Кунцевская»,37.4462288618087,55.7309403883774,2,круглосуточно,"{type=Point, coordinates=[37.4462288618087, 55.7309403883774]}"
551,"Парковка такси по адресу Осенний бульвар, дом 12",861508446,Zapadny'j administrativny'j okrug,rajon Kry'latskoe,"Осенний бульвар, дом 12","Возле северного вестибюля станции метро «Крылатское», на проезжей части у универсама «Перекресток»",37.408457994461,55.7587441275626,3,круглосуточно,"{type=Point, coordinates=[37.408457994461, 55.7587441275626]}"
552,"Парковка такси по адресу Осенний бульвар, дом 5, корпус 1",861508447,Zapadny'j administrativny'j okrug,rajon Kry'latskoe,"Осенний бульвар, дом 5, корпус 1",Станция метро «Крылатское»,37.407558,55.757248,3,круглосуточно,"{type=Point, coordinates=[37.407558, 55.757248]}"
553,"Парковка такси по адресу улица Горбунова, дом 2",861508448,Zapadny'j administrativny'j okrug,Mozhajskij rajon,"улица Горбунова, дом 2",БЦ Гранд Сетунь Плаза,37.397809,55.725615,3,круглосуточно,"{type=Point, coordinates=[37.397809, 55.725615]}"
554,"Парковка такси по адресу 1-я Чоботовская аллея, дом 14А",861508449,Zapadny'j administrativny'j okrug,rajon Solnczevo,"1-я Чоботовская аллея, дом 14А",Площадка перед платформой «Переделкино»,37.3928046226501,55.6732830188001,3,круглосуточно,"{type=Point, coordinates=[37.3928046226501, 55.6732830188001]}"
555,"Парковка такси по адресу Мосфильмовская улица, дом 1, строение 18",861508450,Zapadny'j administrativny'j okrug,rajon Ramenki,"Мосфильмовская улица, дом 1, строение 18","Станция метро «Парк Победы», напротив дома 1, строение 18, разметка",37.5264764785242,55.7217408656124,2,круглосуточно,"{type=Point, coordinates=[37.5264764785242, 55.7217408656124]}"
556,"Парковка такси по адресу 1-я Рейсовая улица, дом 2",861508451,Zapadny'j administrativny'j okrug,rajon Vnukovo,"1-я Рейсовая улица, дом 2","Центральная улица после пересечения с 1-й Рейсовой улицей, около остановки Мосгортранса «Гостиница»; заездной карман",37.2922149179794,55.6087063333445,3,круглосуточно,"{type=Point, coordinates=[37.2922149179794, 55.6087063333445]}"
557,"Парковка такси по адресу улица Богданова, дом 19",861508452,Zapadny'j administrativny'j okrug,rajon Solnczevo,"улица Богданова, дом 19","Станция метро «Юго-Западная», кинотеатр «Солнцево», разметка",37.3938099147198,55.6528970042003,3,круглосуточно,"{type=Point, coordinates=[37.3938099147198, 55.6528970042003]}"
558,"Парковка такси по адресу улица Матросова, владение 1А",861508453,Zapadny'j administrativny'j okrug,rajon Solnczevo,"улица Матросова, владение 1А",платформа «Сколково»,37.4249799724202,55.6667709846299,4,круглосуточно,"{type=Point, coordinates=[37.4249799724202, 55.6667709846299]}"
559,"Парковка такси по адресу Мичуринский проспект, дом 3, корпус 1",861508454,Zapadny'j administrativny'j okrug,rajon Troparyovo-Nikulino,"Мичуринский проспект, дом 3, корпус 1",«островок» напротив ТЦ «Фестиваль»,37.4646878242492,55.6771488485817,5,круглосуточно,"{type=Point, coordinates=[37.4646878242492, 55.6771488485817]}"
560,"Парковка такси по адресу Матвеевская улица, дом 2",861508455,Zapadny'j administrativny'j okrug,rajon Ochakovo-Matveevskoe,"Матвеевская улица, дом 2","Напротив Матвеевской улицы, дома 2, ТЦ «ТУК-ТУК» около рынка, примыкающего к платформе «Матвеевское» в заездном кармане",37.4793702363967,55.7046402686554,4,круглосуточно,"{type=Point, coordinates=[37.4793702363967, 55.7046402686554]}"
561,"Парковка такси по адресу Молдавская улица, дом 2А",861508456,Zapadny'j administrativny'j okrug,rajon Kunczevo,"Молдавская улица, дом 2А","Станция метро «Кунцевская», у выхода из первого вагона из центра, в заездном кармане",37.4458456276079,55.7307505435451,2,круглосуточно,"{type=Point, coordinates=[37.4458456276079, 55.7307505435451]}"
562,"Парковка такси по адресу проспект Вернадского, дом 14А",861508457,Zapadny'j administrativny'j okrug,rajon Prospekt Vernadskogo,"проспект Вернадского, дом 14А",Карман после остановки ГУП «Мосгортранс»,37.5046849250793,55.6779171291822,2,круглосуточно,"{type=Point, coordinates=[37.5046849250793, 55.6779171291822]}"
563,"Парковка такси по адресу микрорайон Ленинские Горы, 1, строение 5",861508458,Zapadny'j administrativny'j okrug,rajon Prospekt Vernadskogo,"Микрорайон Ленинские Горы, 1, строение 5","Ломоносовский проспект, после остановок в сторону МГУ",37.535378,55.694145,4,круглосуточно,"{type=Point, coordinates=[37.535378, 55.694145]}"
564,"Парковка такси по адресу Путейская улица, дом 2, корпус 2",861508459,Severny'j administrativny'j okrug,rajon Zapadnoe Degunino,"Путейская улица, дом 2, корпус 2",,37.513149,55.869458,3,круглосуточно,"{type=Point, coordinates=[37.513149, 55.869458]}"
565,"Парковка такси по адресу Беговая улица, дом 22, строение 13",861508460,Severny'j administrativny'j okrug,rajon Begovoj,"Беговая улица, дом 22, строение 13",,37.566866,55.780327,3,круглосуточно,"{type=Point, coordinates=[37.566866, 55.780327]}"
566,"Парковка такси по адресу Бутырская улица, дом 9, строение 1",861508461,Severny'j administrativny'j okrug,Savyolovskij rajon,"Бутырская улица, дом 9, строение 1",,37.5839066505432,55.7952019522522,3,круглосуточно,"{type=Point, coordinates=[37.5839066505432, 55.7952019522522]}"
567,"Парковка такси по адресу Большая Академическая улица, дом 35",861508462,Severny'j administrativny'j okrug,rajon Koptevo,"Большая Академическая улица, дом 35",На парковке ресторана «Павлин Мавлин»,37.5311529636383,55.8312551032775,2,круглосуточно,"{type=Point, coordinates=[37.5311529636383, 55.8312551032775]}"
